score;content;label
2;Knapa pihak indeed ga bisa memilah mana perusahaan penipuan dengan yang tidak. Kalau corona gini panggilang interview jangan di buat main main. Kita semua perlu uang, jangan di buat main main dengan panggilan interview Sialan banget!! Itu lebih menyakiti hati;negatif
5;Tolong validasi informasi lowongan kerja nya ,yang menggunakan uang di depan jangan di terima dan pastikan untuk lulusan sederajat nya di perbanyak dan gajih UMR .;netral
1;Aplikasi gudang iklan,tiap mau ngelamar gak bsa upload berkas,di mnta file doc,txt, tpi di alihin ke kamera ya otomatis file yg di hasil kan jpg,hhhhh....;negatif
1;masa setiap perusahaan yang dicantumkan di info loker gak ada di google. semua perusahaan pasti punya website nya masing2 .. masa ni sudah PT gak ad di google PT nya. penipuan dasar;negatif
5;Mempermudah pencarian lowongan kerja,saya harap bisa update loker tiap hari khususnya area pati;positif
1;"Buat para pencari kerja harap berhati"" di apk ini kebanyakan penipuan..jadi saya sarankan jika anda mendapatkan panggilan interview dari suatu perusahan lebih baik anda sebelum masuk ke perusahaan tersebut anda harus mengaktifkan rekaman di android kalian. jadi bisa buat bukti kalau terjadi apa"" yang tidak kita inginkan misalnya pemaksaan untuk membayar dengan dalih ini itu..";negatif
1;Ga beres ni aplikasi.. disuruh ke blogo.id.. pas mau login ga bisa2, penipu dasar.. Nyesal gw downloadnya;negatif
3;Tiga dulu y ntar klo bagus tambah lg ,,,owh y mohon dtambah lg dong loker wilayah cikarang y,,, Makasih.;netral
3;Informasi lowongan kerja yg fiktif atau tidak akurat tolong di filter/ bersihkan.;netral
1;Banyaknya peniouan mengatas namakan PT ini iti tapi saat panggilan meminta bayaran,admin di saring lah supaya tidak banyak penipuan;negatif
5;Sangat bermanfaat dalam urusan aplikasi mencari lowongan kerja Ã°Å¸â„¢â€šÃ°Å¸â€˜Â;positif
1;Lowongan pekerjaan yg berasal dari blogo.id adalah lowongan palsu. Tolong diperbaiki lagi sistemnya!! Filter info loker yg ada di aplikasi!!;negatif
1;Buka aplikasinya semakin g' jelas. Lemot. Tolong di perbaiki.;negatif
3;Aplikasi apaan sih. Di oper ke blogo.id file harus format doc docx pdf. Gua udh jadiin pdf 1mb masih aja gagal..;negatif
4;Sy kasih bintang 4 dulu.. Full nya nanti aja yaaaa, kl sy udah merasakan lulus mendptkan pekerjaan di apk ini. :);netral
5;Membantu dalam pencarian pekerjaan tentunya untuk posisi yg kita inginkan;positif
1;Blogo .id gabisa klik upload Cv gua, padahal dsitu banyak pt yang mau gua apply;negatif
5;Sangat membantu untuk mencari kerja... Tapi tidak ada panggilan kerja dari perusahaannya Ã°Å¸ËœÂ¢;netral
5;Proses mengajukan lamaran sangat mudah,tapi belum tau bisa di terima atau tidak,yg penting sudah usaha,terimakasih;positif
4;Semoga dengan Adanya Applikasi indeed memudahkan saya untuk Mendapat pekerjaan..tapi Blum ada Panggilan;netral
4;Lebih ditingkatkan lagi dalam keakuratan info lokernya, dan lebih diperketat untuk info loker yang mengarah pada penipuan atau pemerasan.;negatif
5;"Keren bagus. Kayanya ditambahin ""lamaran anda telah dibaca perushaan terkait / yang memberitahukan bahwa lamaran kita sudah dibaca/terima perushaan penyedia lowongan""";positif
3;tolong segera di perbaiki untuk lamarannya, krn tifak bisa unggah file, mau unggah file malah ke camera, semntara file yg diminta pdf dll....;negatif
3;Tolong lebih signifikan lagi dengan kategori pencarian yang berkaitan dengan perihal pencarian lamaran kerja;netral
3;Kasih bintang 3 dulu deh. Suka kesel sendiri mau ngirim lamaran tpi di oper ke blogo. Id. Dan disitu w kesusahan upload CV w, jdi w kirim lamaran perusahaan gk ada CV nya. Dan banyak bngt lamaran yg mau w kirim CV tpi lewat blogo. Id. Pliss dong benerin.;negatif
5;Mudah banget sistem nya alhamdulillah udah ada panggilan interview yang penting sabar dan terus dicoba yaa.. terimakasih indeed;positif
1;Kenapa jadi tidak optimal app indeed. Tidak bisa upload cv. Tidak muncul pop up. Mohon di perbaiki kembali agar bisa lebih optimal.;negatif
5;Bagus tapi Tolong pelamar yg memasukan lamaran di beri tahu berkas yg di terima dan tidak;positif
3;Bingung deh, saya ketika klik lamar sekarang, malah ke blogo. Trs uplod cv malah gabisa -_- aplikasinya tidak seperti dulu, sekarang aga ribet;negatif
4;"Sangat membantu Mudah""an saya dpt ke terima bekerja di salah satu prusahaan,melamar melalui indeed Terimakasih";positif
1;Aplikasi cuma nyepam di email aja, ga ada satupun lamatn di terima. Males lah uninstall aja;negatif
3;Tolong hapus situs blogo, blogo sering ngebug. Update data gagal terus.;negatif
5;"Sangat membantu aplikasi indeed .walaupun saya blom dapat kerjaan.mudah"" an dengan adanya apliksi ini mempermudah saya mencari pekerjaan dengan skil saya sekarang.";positif
2;Masih tterrlalu banyak penipuan loker. Tolong disortir dan diperketat lagi;negatif
5;Sagat bagus sekali ni sy kasih nilai 5 bintang siapa tau sy bisa terdaftattar ni lg klw lowogan kerjaya bermanfaat semoga semakin maju terus berkembambang pt nya atau produknya maju terus nya pk atau buk;positif
4;Sangat bagus dan terpercaya dalam mencari loker di indeed.;positif
5;Panggilan kerja lumayan cepat. Beda sekarang dg JOBSTRIIIT . YANG skrg banykan gaya tp apply lama gk dipanggil2. Semoga indeed ttp konsisten. Jng klau sdh besar sn trknal kyk jobstriit trs dg gampang mngecewakan pemakai aplikasi.;positif
1;Ribet, apk ga jelas, mau ngelamar malah di suruh buat akun bloogo lagi,eh pas udh di buat malah ke halaman lain lagi,mau ngumpulin data doang atau gimana...?;negatif
5;Sangat amat membantu, Terima kasih beberapa lowongan saya dapat dari aplikasi ini dan saya juga mendapatkan pekerjaan. Semoga indeed semakin bagus dalam segi aplikasi tools dan menu item, bisa lebih menjaring pekerjaan bohong dan aba-abal yang biasanya menggiurkan para fresh graduate yang hampir putus asa. Juga pandemi covid membuat PHK secara masalah. Intinya tetap jeli dalam membaca lowongan kalo tidak masuk akal jangan suka report ke indeed. Semangat para pencari kerja Insha Allah bisa Ã°Å¸Â¤Å¸Ã°Å¸â€™Âª;positif
5;selalu update jika ada lowongan kerja terbaru, dan sangat bermanfaat untuk saya, terima kasih indeed;positif
4;Aplikasi sangat membantu untuk seseorang yang mencari pekerjaan... lebih selektif untuk perusahaan yang tipu tipu dan abal abal. Terima kasih;positif
5;Sangat membantu untuk yg perlu lowongan kerjaan Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â;positif
5;Dengan indeed saya banyak mendapatkan panggilan interview. Namun sampe sekarang belum mendapatkan pekerjaan karna terhalang wabah covid 19;netral
5;aplikasi yg sangat membantu utk mencari lowongan kerja dengan cepat;positif
1;Dalam aplikasi sangat sulit utk edit CV, selalu systemnya otomatis keluar bila klik CV. Maaf saya UninstalÃ°Å¸â„¢Â;negatif
1;"TOLONG BUAT APP INDDED, JIKALAU ADA YANG MEMBUAT LOWONGAN PEKERJAAN SEDIKIT DI PERKETAT... MASA PRUSAHAAN TUYUL"" YANG MINTAIN DUIT KE KANIDAT PELAMAR MASIH ADA, KAN GOBLOK BANGET. PERBAIKI LAGI KEMANANNYA. NYESEL GUA DOWNLOAD APP TAI KAYA GINIÃ°Å¸â€“â€¢Ã°Å¸â€“â€¢Ã°Å¸â€“â€¢ NO RECOMEN BUAT DOWNLOAD";negatif
1;Terlalu banyak iklan , ribet untuk pengunggahan file dan sulit untuk melamar kurang simpel terlalu banyak arahan namun arahan tersebut masih di situ-situ juga.;negatif
1;Harus nunggu berapa Minggu lagi nunggu panggilan interview dri aplikasi ini semua itu ini di lamar tapi interview gak ada. Payah;negatif
5;Aku kasih bintang 5 . Semoga aplikasi ini bisa membantu saya dalam mencari pekerjaan. Dan aplikasi ini di butuhkan oleh seluruh masyarakat .;positif
5;Sangat membantu..DAN para pencari kerja HARUS waspada pada Iklan Perusahaan yg ABAL2,,terutama yg undang Interview by WHATSAPPS,,cari kebenaran perusahaan tersebut di GOOGLE atau KASKUS,karena ada yg meng Atasnamakan perusahaan Lain,dan saat wawancara di MINTA UANG ,,biasanya kalau lihat di GOOGLE MAPS ,mereka berkantor di RUKO2,, lebih cerdas saja bro n sis;positif
5;Terimaksih indeed berkat aplikasi ini saya sudah berkerja sekarang mudah mudahan tambah sukses dan berkembang;positif
5;Saran : semoga Indeed bisa lebih fokus menjalin kerjasama dengan para pemberi loker agar para member indeed lebih diutamakan dalam seleksi penerimaan karyawan di perusahaan2 yg bekerjasama dengan indeed pastinya. Goodluck dan semoga semakin banyak masyarakat yg mendapatkan pekerjaan melalui aplikasi indeed...sukses terus dan tetap utamakan kualitas Ã°Å¸â€˜ÂÃ°Å¸â€˜Â;positif
5;Usefull...... info loker ya komplit bisa menyesuaikan dgn pa yg kita miliki.baek ketrampilan atau pengalaman kerja kita;positif
3;Kasih 3 dlu yah..nnti klo sya benar dapat pekerjaan dri aplikasi ini sya tambahkan bintangnya.;netral
2;Tiap di buka loadingnya lama banget harus restart data dulu masa,, kocak ni aplikasi;negatif
5;sangat membantu dalam mencari lowongan kerja yang sesuai bidang dan kemampuan;positif
3;Bintang 3 dulu,, karna belum terbukti ada panggilan kerjaan,, kalo ada dan saya di terima, saya kasih bintang full. Plus saya share apk ini. Terima kasih.;netral
5;Fitur bagus dan mudah. saya melamar posisi guru melalui app ini & semuanya fast respon.;positif
5;Sangat membantu sekali untuk informasi lamaran kerja. Satu yang kurang konfirmasi email dari perusahaan balik ke kita agak lama.;netral
5;kalau bisa dikabarin juga diaplikasi ini.untuk hasil keputusannya setiap hasil test dan interviunya sudah dijalankan.. biar tidak menunggu menunggu hasil nya masuk atau tidak masuk kasian yang pelamar jauh-jauh.tapi,hasilnya menunggu pling lambat 7-14 hari.. padhal sudh lewat 7-14 hari. tolong diperkembang kn aplikasinya sekian terimakasih info dari saya..;netral
5;Aplikasi yg recommended bnget buat yg nyari pekerjaan trma kasih indeed moga mkin maju truzzzzzz;positif
2;Kenapa saat saya ingin melamar terus di suruh nelampirkan dokumen yang ukuran hanya 1 mb dan bisanya cuma foto, pas d aplod tetel tidak mau, dan harus berupa doc, sedangkan pas di buka yang muncul cuma pada foto bukan file manager. Itu bagaimana ya ?;negatif
3;Cukup membantu untuk mencari loker dan Mudahan2 tidak menipu.;positif
1;Dari sekian banyaknya cv yang saya kirim ke perusahaan tidak satupun yang memanggil saya untuk wawancara aplikasi kurang baik dalam pencarian pekerjaan yang pas;negatif
1;Kadang kok gk cocok sama lokernya...nama PT nya juga disesuai bahkan tdk ada perusahaan nya pada iklan yang ditulis;negatif
1;Saya merasa kecewa dengan team indeed knp??? Setelah saya membaca email review dari lamaran yang saya ajukan lewat indeed ternyata disitu saya banyak mendapat panggilan interview. Namun kenapa dalam aplikasi maupun email tidak ada notifikasi bahwa saya ada panggilan interview sama sekali. Dan mengapa didalam reviewnya begitu banyak panggilan interview yang saya dapat. Lalu bagaimana pertanggung jawaban dari developer indeed ini??? Serius gak sie bikin aplikasi.;negatif
5;Info lowongannya sangat bagus terima kasih indeed, walaupun masih nganggurÃ°Å¸Ëœâ€ Ã°Å¸Ëœâ€ Ã°Å¸ËœÂÃ°Å¸ËœÂ;positif
2;Saat ingin mengunduh CV kenapa tidak ada bisa, bekali kali saya coba tetap tidak bisa. Alasan jaringan tidak ada, sosial media dan game online saya mainkan aman saja tidak ada terkendala sama sekali.;negatif
3;Untuk Antisipasi hack, tolong dihilangkan login lg Via Email & Password, jika sudah dipanggil oleh perusahaan yg terkait, Proses selanjut nya utk interview. Thx.;netral
5;Saya baru sekali kirim lamaran kerja melalui aplikasi ini ternyata besoknya langsung direspon oleh perusahaan. Aplikasi bagus dan mantap. Terimakasih ya;positif
4;"Pakai aplikasi ini lumayan membantu"" meskipun belum di trima hanya dapat kesempatan intrviu lewat aplikasi ini sangat membantu";positif
5;Aplikasinya sangat yg membantu, mohon di perbaiki lagi secara akurat untuk lowongan kerja yg sesuai domisili,makasih;positif
1;Gua cuma mau ngasih tau sama lu smua sebelum lu download aplikasi ini, ada baiknya lu liat dlu bener apa nggaknya, pngalaman gua dpet loker di indeed, 97% penipuan, 3% asli, itu pun yg 3% nya indeed ngambil loker yg di jobstreet, naaaah gua saranin sama lu smua mnding lewat jobstreet Ã°Å¸â€™Â¯% real, wawancarapun lngsung datang ke PT, bukan Yayasa ataupun lokasi yg suka nyebutin daerah klender Ã°Å¸Ëœâ€š Masa lokasi pabrik pake PATOKAN segala wkwkwkwk;negatif
3;3 bintang dl... Semoga apk ini ngga useless dan beneran berguna biar bisa ksh bntang 5... Saran juga untuk lowongan yg sudh exp di hapus dong min biar ngga nyampah... Thak you;netral
1;Tolong diperbaiki dong,, akhir akhir ini aplikasi sering not respon,, sedangkan sya pakai aplikasi sebelah aman aman aja;negatif
4;"sangat bagus iini aplikasi buat orang"" yang sedang membutuhkan pekerjaan, terimakasih aplikasii indeed";positif
5;Aplikasi sangat membantu dan bermanfaat bagi yg butuh kerja. Terimakasih indeed;positif
2;Udh lama kirim lamaran blm pernah ad yg balas iklan nya doang banyak;negatif
1;Masih banyak kekurangan, contoh lowongan yg beratasnamakan perusahaan lain namun ujung2nya ke yayasan. Lebih baik diseleksi lagi yg mana yg benar2 punya alamat dan nama perusahaan yg valid bukan abal2;negatif
5;Membantu dalam mencari kerja.. Tapi kalau lewat blogo. Kok ngga bisa download cv ya.. Ã°Å¸ËœÂ;netral
5;Terbaik , Saya selalu melamar via email semenjak registrasi di indeed;positif
1;Di update malah ngaco, banyak bug. Upload CV ga bisa, buka di browser pas mau upload CV malah masuk ke kamera.;negatif
5;Aplikasi yg cepat sekali untuk kirim lamaran kerja. Semoga pengajuan lamaran kerja sy dapat di terima perusahaan dan di terima bekerja.;positif
1;Tampilan berubah apakah di pengaruhi karena server error atau karena ada masalah;negatif
1;Abis di update malah gak bisa di buka sama sekali. Tertulis yidak ada koneksi internet, jelas jelas internet kenceng koq.;negatif
1;Ini applikasi untuk pencari kerja,lowongamya ditulis sedemikian rupa tapi alamat untuk pelamar mengirim lamaranya tidak ada,menurut saya ini applikasi wadahnya penipu pencari kerja bercokol dan bekumpul.dan applikasi ini juga bersifat hanya mencari keuntungan dgn jasa berita lowongan kerja fiktif.;negatif
3;Coba aplikasi nya di tambahin buat report. Soal nya banyak perusahaan bodong yang ujung-ujung nya duit. Alhasil gak dapet kerja malah bayar doang kasian yang gak tau.;negatif
1;Diblog.id kenapa gk bisa kirim laman udah login, tp pencen cari cv gk muncul apa apa,gk berguna,trus buat apa?maen maen?;negatif
4;Berpengalaman sopir pribadi di Surabaya selama kurang lebih 15 THN. Pernah bekerja sopir serabutan. Berkepribadian baik dan sopan . Bertanggung jawab dan disiplin dalam berkerja. Mengutamakan pekerjaan. Pekerja keras dalam waktu dinas. Kami ingin sekali mendapat kan pekerjaan segera sebagai sopir pribadi artis. Klo ada yg sedang membutuh kan nya. Sekian terima kasih.;netral
4;saya belum berhasil menemuk pekerjaan yg tepat, tetapi aplikasi ini sangat membantu banyak informasi. saya harap untuk wilayah Dumai dan sekitarnya dapat di update informasi lowongan kerja juga. terimakasih IndeedÃ°Å¸â„¢Â;positif
1;Aplikasi lowongan penipuan nihhh..jangan di pake kgk rekomended..harus pihak aplikasi jng asal terima lowongan dong;negatif
5;Terima kasih Indeed,, berkat aplikasi ini saya sdh bekerja dgn salary yg baik,, Indeed mantaaaff.;positif
5;Aplikasi ini sangat membantu saya untuk mencari lowongan kerja terbaru. Luar biasa;positif
5;Saya sangat tertarik menggunakannya krna sesuai dengan yg saya inginkan selama ini. Lebih detail tentang lowongan yg dibutuhkan baik itu lokasi, gaji dan pekerjaan yg berhub dgn perusahaan atau posisi yg saya lamar. Tkuu;positif
3;Tiga dulu soalnya selama ini hanya panggilan dan tes blm dapet jika sudah dapet tak kasih 5;netral
3;Cukup membantu dan mempermudah melamar pekerjaan.;positif
5;Tolong di saring lagi kejelasan perusahaan yg membutuhkan tenaga kerja, ada perusahaan yg kita lamar dpt interview malah minta uang duluan alesan jaminan kerja, kita jaman sekarang harus hati hati penipuan kl bener kita kerja kalo ga amsyong.. tolong min di saring lagi.. ya.;negatif
4;Lebih cepat untuk proses pemanggilan tes atau interviewnya;positif
5;Aplikasi sangat membantu yg sedang membutuhkan pekerjaan. Joss mantuull...Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â;positif
4;Lamaran kebanyakan cuma di lihat aja...padahal saya sungguh sangat membutuhkan pekerjaan sebagai driver..dan kebanyakan cuma melihat ijazah aja tidak melihat pengalaman kerja nya;negatif
2;Tolong dong lebih teliti lagi untuk perusahaan yang posting lowongan. Saya udah dua kali panggilan tapi di haruskan membayar administrasi di awal pendaftaran. Kasihan yang benar benar cari kerja. Jadi korban penipua.;negatif
5;Sangat membantu untuk para pencari kerja yang serius untuk bekerja.terimakasih;positif
5;Sangat membantu orang mencari kerja sesuai bagianny..;positif
2;Apk ini bagus.. Tapi maaf sebelumnya nih, tolong di tambahkan dong alamat perusahaan nya biar jelas letak nya dimana, nomor telp. berapa.. Takut nya ada perusahaan yang tipu-tipu;netral
5;Baik Bagi para lulusan baru bisa mencari pekerjaan yang sesuai;positif
4;Sangat terbantu untuk mencari pekerjaan yg di inginkan, sesuai yg di inginkan...;positif
1;ada beberapa loker yg di koordinasi melalu careerssdm yg selalu beralokasi di SDM bekasi. walau sudah ada 2x panggilan kerja tpi itu penipuan semua. apa temen2 ada yg ngalamin hal serupa? tolong share untuk pengalamannya agar kita semua bisa lebih waspada. makasihh;negatif
3;Saya sudah berkali-kali melamar pekerjaan di inded tapi sampai sekarang belum ada kabar atau panggilan untuk interview;negatif
5;Sangat mendukung dan mudah dlm pencarian pekerjaan;positif
5;Sangat bagus sekali dan sagat membantu masyarakat yg membutuhkan impormasi lowongan pekerjaan mantaaap;positif
2;Loker yg diiklankan tidak ada pembaruan.udah mengajukan ndak ada tanggapan sekali;negatif
5;Ada nya indeed membantu orang yg membutuhkan pekerjaan.akan tetapi lamaran yg kita lamar dan dilihat terkadang tidak ada berita pesan masuk.anadai saya dapat pangilan interview.kadang saya bingung saya melamar tapi terkadang pesan masuknya saya g tau udah seminggu baru saya bisa liat.tolong dibenahi lagi min agar smua informasi yg masuk jelas apa adanya terimaksih indeed smakin sukses;netral
5;Cepat dan tanggap..terima kasih indeed dengan segala kemudahaan mencari pekerjaan;positif
5;Sangat membantu dan memudahkan saya mencari kerja, Mohon tingkat kan lagi bos;positif
5;Sangat membantu dan mudah digunakan. Semoga makin update info lokernya..;positif
2;sangat banyak penipuan disini saya sudah membuktikannya ada 4 kali panggilan perusahaan yang mengatas namakan dari pertamina ,epson dan 2 lainnya lupa nama pt.nya semuanya hanya penipuan , tolong segera perbaiki aplikasi ini dan saring ,jangan semua di bolehkan masuk saja , tolong bagi pengguna selalu berhati hati;negatif
4;Terima kasih atas proses pendaftarannya. Semoga cepat mendapatkan klien. Aku kasih 4 bintang dulu.kalau sukses aku kasuh full bintangnya. Semoga sukses selalu Salam Sukses!;positif
2;Admin, mohon perbaikannya segera. Saat saya tertarik sebuah lowongan pekerjaan, kemudian tampil dialog isi nomor HP dan lampirkan CV. Tetapi saya tak dapat melampirkan CV nya karna kolom lampir eror atau tak berfungsi Mohon Bantuannya Adminnn.... Terimakasih;negatif
5;Sangat membantu ,dengan updatean terbaru lowongannya. Semoga mendapatkan pekerjaan dari sini.;positif
3;Kasih bintang 3 dulu.. dan mudah2n ajah aplikasi ini tidak ada unsur2 yg tidak di inginkan.;netral
3;Tolobg perbaiki lagi untuk upload berkas kalau pake app nya gak bisaa .. tapi kalau lewat web nya baru bisa .;negatif
1;nglmr di sini, gk jlaz.. lamar ngsal ajj blm ada panggilan. apalagi sesuai kreteria bidangnya. udh 2 bln. kli mah ada. blm ada jwn,, palsu iklanya..;negatif
1;Saya pernah melamar di 2 perusahaan berbeda dan beberapa jam kemudian ada panggilan lewat email dan setelah saya baca dengan teliti isi kedua dari email itu ternyata alamatnya sama, dan tentunya menduga kalau panggilan itu penipuan;negatif
1;Pas klik lamar sekarang, ko malah ngelink lagi mesti daftar dan login lagi ke web lain apa gunanya udah daftar dan login di indeed payah;negatif
5;Dengan aplikasi ini saya bisa mencari lowongan pekerjaan dengan mudah hanya menggunakan smartphone yang saya miliki;positif
5;Aplikasi ini sangat bagus,keren buat yang pencari kerja. Tapi tolong buat aplikasi ini tolong di seleksi lagi perusahaan-perusahaan yang benar-benar atau perusahaan bodong seperti minta uang pas datang ke perusahaan,dll Terimakasih;positif
5;Semoga lamaran saya bisa di terima oleh perusahaan dengan adanya aplikasi indeed.trimakasih indeed;positif
3;Bagus sih aplikasinya, alhamdulillah semenjak download ini banyak panggilan kerja tapi gada yg gua ambil soalnya nahan ijazah semua. Huuuuu;netral
2;Kenapa jadi berpindah ke blogo.id sih kan di indeed sudah ada data dan cv malah dipinah ke blogo.id disitu disuruh buat resume lagi mana aplnya tidak mendukung upload cv lg;negatif
4;Lumayan bisa membantu buat mencari kerja tapi masih kebanyakan lewat adm;netral
4;cukup senang dengan aplikasi indeed simple dan user friendly;positif
1;Aplikasi aneh,minta perbaharui password terus,dan tidak bisa upload dokumen;negatif
4;Proses mudah dan cuma agak lambat proses undangan interview dr perusahaan. coba di percepat urgency nya .;negatif
5;Meski belum dapat pekerjaan, saya merasa indeed sangat membantu saya dalam menggapai masa depan. Yang punya lowongan untuk S1 Sosiologi bisa hubungi saya :);positif
2;Tolong diperbaiki lagi harus diperhatikan yang mana benar-benar perusahaan atau penipuan,, disini banyak sekali penipuan mengatas namakan perusahaan karna sudah sangat merugikan kami sebagai pencari kerja sudah datang jauh-jauh tidak taunya malah dipintain uang duluan apakah ada perusahaan yang minta uang;negatif
2;Tolong diperbaiki, ketika mendaftar cv atau membuat cv, nomor telpon 13digit tidak bisa mendaftr, padahl no utama yg dipake;negatif
1;Sudah diupdate tapi malah tampilannya putih tidak seperti tampilan seperti biasanya Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€Ã°Å¸Ëœâ€;negatif
2;setelah saya update susah buat login keterangan pas conection fail .....;negatif
4;Cukup membantu dalam mencari perkerjaan, bagi yang sedang pengangguran ada baiknyh anda download apk ini agr memudahkan anda untuk mencai atw melamar suatu pekerjan;positif
5;Sangat membantu sekali dalam pencarian kerja. Respon yang cepat dan sangat terpercaya. Terimakasih indeed sudah jadi solusi terbaik untuk para pencari kerja;positif
5;Alhamdulillah atas app ini sya bisa mudah mencari pekerjaan dan bisa lamar lewat app ini;positif
4;Sangat membantu dan lebih senang lagi bila lebih banyak lowongan yg cepat merespon;positif
5;Aplikasinya sangat bagus dan dapat membantu saya untuk mendapatkan pekerjaan..;positif
5;Ko loading nya lama bgt ya pas klik lamaran, jadi ga bisa ngelamar lg tolong dong min;negatif
5;bagus mungkin untuk saran agar lebih di sederhanakan lagi untuk iconnya;positif
5;Snggat2 membantu sekali bagi para pencari kerja khususnya bagi saya sendiri, biar lebih mudah dalam mencri info loker nya;positif
1;HATI-HATI...! ALAMAT PERUSAHAAN TIDAK JELAS. Tiap saya cek di G Maps gak pernah ada. Kadang juga nemu kasus gini, nama perusahaan dan lowongannya sama tp wilayahnya beda, dimanapun wilayahnya ada nama Perusahaan itu dan lowongannya sama. Ketika saya cek di G Maps gak ada 1 pun tempat yg ada nama perusahaan itu. SAYA TIDAK MEREKOMENDASIKAN APLIKASI INI.;negatif
1;Udh login berapa kali tetap tidak bisa masuk kata sandi sudah di ganti brapa kali tetap tidak bisa masuk aplikasi tolol;negatif
1;Saya baru mencoba. Saya kasih satu bintang dulu. Klo udah ada hasilnya dan terbukti bisa buat melamar kerja saya kasih 5 Ã°Å¸ËœÅ ;netral
5;Sangat Membantu, UI yang mudah dan interaktif. Sederhana dan sangat memudahkan dalam melakukan navigasi ke berbagai menu;positif
5;Bagus, infonya detil dan bisa mencari pekerjaan sesuai kebutuhan;positif
5;Sangat2* aplikasi ini bagus sekali,panggilan kerja cepat dan terpercaya ,terima kasih;positif
5;Indeed apl adalah aplikasi absolut, terpercaya , nyata bermanfaat buat kita semua dalam kehidupan dunia nyata,,,, di jaman yang penuh persaingan ilmu ,skil dan pengalaman, ,,,,,,, inded apl adalah solusinya,,,,,, barokallohu fikum,,,,Ã°Å¸Ââ€˜Ã°Å¸Â¥ÂÃ°Å¸Ââ€œÃ°Å¸ÂÅ½Ã°Å¸ÂË†Ã°Å¸ÂÂÃ°Å¸ÂÂÃ°Å¸Â¥â€˜Ã°Å¸Â¥â€™Ã°Å¸ÂÂ Ã°Å¸Â¥â€¢Ã°Å¸Å’Â¶Ã¯Â¸ÂÃ°Å¸Å’Â½Ã°Å¸ÂÅ Ã°Å¸Ââ€¡Ã°Å¸ÂÂÃ°Å¸Ââ€¹Ã°Å¸Ââ€™;positif
5;upload cv nya selalu gagal jika 4,5mb. untuk sampai saat ini wort it aplikasi ini cukup membantu;netral
4;Untuk indeed terima kasih sudah membuka dan sangat mudah sekali penggunaannya tapi saya sering sekali untuk selalu melamar pekerjaan ke setiap perusahaan belum ada panggilan;netral
5;Pilihan lowongan sangat banyak, dan respon cepatÃ°Å¸â€˜Â;positif
5;Terimakasih menjadi rekan kerja yang simple dan mudah digunakan;positif
1;Jelek banget kalau memang sumber informasi bukan dari indeed jangan di posting..ini terkadang kita harus sering bulak balik ke aplikasi yang lain daftar lagi,bikin resume lagi,download ini lagi.banyak waktu terbuang. Kita sudah susah jangan dibikin susah lagi.;negatif
5;terimakasih telah banyak membantu sy dlm mencari pekerjaan yg coxok sesuai bidang sy.semoga indeed bsa lebih memberikan yg terbaik;positif
3;Saya kasih 3* karna apa ? Karna dari PT yg tercantum di apk ini ketika di searching di.google knp tidak ada apakah penipuan atau kah real ? Mohon untuk admin tambahan lagi lokasi dr PT cantumkan supaya para pelamar tidak kesulitan mencari nya dan terhindar dr penipuan lokasi itu penting adminn !!!!! Dimohon;negatif
2;Di pengisian nomor telepon tolong di koreksi dong masa saya ngisi nomor saya yang emang sudah benar tidak bisa dan dianggap salah dikarenakan nomor saya sebanyak 13 digit dan bila angkanya dibawah 12 bisa meskipun ngacak nomer :(;negatif
1;Kayanya hampir semua lokernya penipuan deh,masa nama perusahaan beda tempat interview nya sama Ã°Å¸â„¢â€ž;negatif
4;Untuk perusahaan besar knpa tidak dicantumkan ya kan banyak Tapi untuk pelayanan oke;netral
3;Ada pemberitahuan loker baru. Tp itu ternyata ga baru, diposting lg yg dulu. Krn mu lamar pemberitahuannya saya sdh lamar. Sdh byk lamar tp blm ada panggilan. Pdhl berpengalaman.;negatif
4;Untuk aplikasi indeed bisa membantu mencari loker sesusai ke ahlian masing masing terima kasih indeed udh membantu loker;positif
4;Untuk skr lumayan infonya belum ada yg nyangkut Nanti kalo ad yg nyangkut sy tambahin;netral
2;Mencari lowker sesuai pglmn kerja di indeed..karena sy blm mendapatkan pekerjaan sesuai haraoan jadi masih saya beri bintang 2;netral
1;Hati-Hati, Himbauan Kepada seluruh pengguna aplikasi ini...diharapkan untuk berhati-hati apabila mendapat panggilan telefon yg buka dari info lowongan kerja.. Karena saya ketika mencantum kan nomor saya, saya dapat banyak panggilan, tapi itu semua hanyalah Penipuan;negatif
3;Terimakasih karena aplikasi ini sudah membantu untuk mencari pekerjaan dengan mudah.;positif
1;sekalinya dapet panggilan interview disuruh bayar 700rb, haduuh mau nyari duit tapi malah disuruh ngasihin duit, manahan lumayan jauh tempat interview nya. Harus lebih hati2 lagi.;negatif
1;Panggilan kerja nya kebanyakan hoax tolong di sortir lagi.;negatif
